PC1,PC2,PC3,PC4,PC5,PC6
-1.2709076870464686,0.018945204625894267,0.31675453975125434,-0.001732936586727324,-0.11848453794301936,-0.0702096583650205
-1.2696454095259826,0.019925875468506563,0.3172868141151209,-0.0019437562299139748,-0.1189117382580429,-0.07045220286515387
-1.2683479172103214,0.022246919631769814,0.3156405638013058,-0.0022314038217322693,-0.11948153474763895,-0.07009005990750364
-1.2662470448149752,0.0232991104754448,0.31549507576303587,-0.002557234028604132,-0.11961092395809934,-0.06955409388864582
-1.2647866819675937,0.024916808241725662,0.315547747678236,-0.0027149607490555817,-0.11920010938007422,-0.06912829425172504
-1.2637405974671359,0.026739260824523978,0.3142199698248157,-0.0030871305167774026,-0.1199758337413003,-0.06946492107210908
-1.261506957931545,0.027604073019387776,0.31531558958739864,-0.0031651580888468977,-0.11962096078636927,-0.06976706932396448
-1.2585648567495271,0.02750810144084323,0.3180861933263179,-0.0033451552950146553,-0.11827485207650015,-0.06936272993810953
-1.2569895749251787,0.02937194866629645,0.3175886928847852,-0.0035006299903074497,-0.11808929712294158,-0.0691825402067677
-1.2550508381668057,0.0313075039098183,0.31663226791771865,-0.003795889988401521,-0.11821710619184493,-0.06941170909881157
-1.254565291149619,0.03373500267402688,0.3150021336554922,-0.004105561077527196,-0.11922238105061785,-0.06972042004890114
-1.2528914433237412,0.03525213911078714,0.3143162244681274,-0.004512616557008859,-0.11969754905150476,-0.06997804710982139
-1.251279980006634,0.037206774273390246,0.3132963437015451,-0.004880300415287626,-0.11998655419248076,-0.0697212454282312
-1.2498680180693964,0.03809111732755692,0.31497394755735736,-0.005082522178496883,-0.11972431345948015,-0.06920476427000688
-1.248397903477139,0.039649469519178485,0.31489899754999784,-0.005334087466186878,-0.11976261373309417,-0.06967601891779011
-1.2471542230231532,0.04103809258350234,0.31562781392648764,-0.005574492038496821,-0.11945491599742053,-0.07042283075586372
-1.2449228103121177,0.042861096806344576,0.3154502076820193,-0.005856952586077787,-0.11896475328971295,-0.07052809833617807
-1.2430069524519787,0.04494755559972187,0.31464122187087973,-0.006141712057970491,-0.1186499333773491,-0.0706314976094379
-1.2417252997319257,0.0461787530417256,0.31574571691064274,-0.006419545681387598,-0.11899419918487517,-0.0707354525165458
-1.2400215695008219,0.04765625867915116,0.31602765842332714,-0.006637854186635788,-0.11906353393420525,-0.07056311069488559
-1.238321707878881,0.050333561284170124,0.3137554000376185,-0.007089904105359494,-0.11961184506127673,-0.07060579023943732
-1.2361420855854257,0.052064229058373275,0.3137009003135047,-0.007352677792502777,-0.11951671312891624,-0.06988945213247329
-1.23455803734085,0.05343895115452676,0.31463297138255847,-0.00762029155905428,-0.11929050577613955,-0.07012282753561301
-1.2322077148869337,0.05515703101229213,0.31465870837701637,-0.007947353628029124,-0.11878400382761205,-0.0706566594000738
-1.2298598875408826,0.05574371929959056,0.31753347379701335,-0.008158967051972865,-0.1180772874028649,-0.07065170189128187
-1.2274248464580533,0.057697434926004626,0.3171786286787092,-0.00837659986850394,-0.11748942283379932,-0.06992462594949818
-1.2258840827891244,0.060759038168987714,0.31464306919243124,-0.008795388176073959,-0.11785993039279864,-0.07023566981695979
-1.2239526382176846,0.06244019255022336,0.31535097134119844,-0.008990278604257235,-0.11739840858566124,-0.06995538936005921
-1.2216258032659528,0.06502607232312112,0.31357869592579257,-0.009479849664160505,-0.11796198767929225,-0.06961495673708185
-1.2193141693651284,0.06667611390247098,0.3138201734910613,-0.0099345662255565,-0.11834564998009241,-0.06935811207451553
-1.217426428304221,0.06653144223132886,0.3179219201050383,-0.010168819020904126,-0.11764913791033849,-0.06883361773481537
-1.215177450962735,0.06924531220297286,0.31700304398868906,-0.010430689715012775,-0.11754137093193028,-0.06872342219709278
-1.2125697749664055,0.07167483291475105,0.3163213889774753,-0.010764282448355492,-0.11699931292934623,-0.06832972751509209
-1.2106755477410351,0.07437628385963033,0.31626162786776446,-0.010942917587401504,-0.11575786124237714,-0.06891630046601414
-1.2075790734823286,0.07579766616869613,0.31727692088294884,-0.01138705367678174,-0.11602103221346508,-0.06854610777011233
-1.2050971356437907,0.07734499674198134,0.3191602816992462,-0.011577339451054143,-0.11544954818780695,-0.06782866645035494
-1.2022253369023905,0.07934549359998894,0.3195880224394823,-0.01191172721573827,-0.11548920544357513,-0.06735329272285523
-1.1986857393051844,0.08160348139040678,0.31926043929659814,-0.012153849221236948,-0.11569343531226349,-0.0671334997159449
-1.195919734542891,0.08368311033128119,0.31954681370303467,-0.012659275711863148,-0.11645018882016868,-0.06699540210339651
-1.1928189851333248,0.08708865264721989,0.3174918650263928,-0.012970528374853515,-0.11686665332759097,-0.06684203624345962
-1.1904741629178985,0.09035948453113966,0.31599749604467037,-0.013316531266497348,-0.1175233257299388,-0.0665477015180928
-1.1869298283605108,0.09243923807206117,0.3180006648778024,-0.013531587915966337,-0.11630492329450064,-0.06646790605660967
-1.1833726308394594,0.09403342049301533,0.3205656721640663,-0.013674146740814077,-0.11577435715777118,-0.06679707894417994
-1.1804169528212585,0.09647781606861346,0.3211671570143497,-0.014022365632982684,-0.11577266836422202,-0.06625054763281453
-1.1777736749531462,0.10045507983338889,0.3193055080777019,-0.014275753589427443,-0.11697715600100408,-0.06578312473025423
-1.175300262445672,0.10482351915482822,0.31587116373482954,-0.014944886480855098,-0.11822644295868759,-0.06631115486139476
-1.1718780115665326,0.10768722641872759,0.3177008525868246,-0.014949811507193591,-0.11709235668999794,-0.06591913811660466
-1.1682890884529007,0.10980416903855947,0.3197980379136467,-0.015274295178590717,-0.11662830817322038,-0.0653749135664336
-1.1646286116625282,0.11355798040872918,0.31804084709423586,-0.015881975372699475,-0.11807884563098152,-0.06536520052642014
-1.1607525769470808,0.11733187787395384,0.3168241231668731,-0.01617928034818661,-0.11838937093444633,-0.06488074903716264
-1.1566080284562752,0.12086658970334288,0.31678826413303107,-0.01638138571154739,-0.11814842207551844,-0.06507124786064769
-1.1524655207977796,0.12444856182360098,0.31777048760723714,-0.016624579831987778,-0.11740553204498998,-0.06472338928830053
-1.1481710219938408,0.12696877500762763,0.31961672609210434,-0.016860452373834253,-0.1169637862301168,-0.0645625337016363
-1.1449711639143456,0.13302555511886002,0.31405676442365593,-0.017571206553703853,-0.11922049889057376,-0.0644676292365473
-1.1419766869615948,0.1367422055103028,0.31470706674264387,-0.017913782039663408,-0.1195675289333838,-0.06389884985957182
-1.137904568631215,0.14055547707088417,0.3154018595378941,-0.018224336894234135,-0.11901212286895597,-0.06322989430948216
-1.1329963099706453,0.1436849840727754,0.31753299426032994,-0.018443328385905466,-0.11827919129348712,-0.0638017064860727
-1.1277412396458915,0.14811979251734717,0.31688403447341484,-0.018690014067456823,-0.11726099874334668,-0.06336846931196155
-1.123626553300827,0.15134922643560408,0.3190400750467281,-0.01903183988345888,-0.1172387044712801,-0.063546245593707
-1.1190989803420968,0.1573355476282802,0.3156405740885904,-0.019408559761453132,-0.1181275217610379,-0.06261398157574538
-1.1138356588186,0.16172130631024012,0.3156337103508795,-0.019719460755191865,-0.1178595962319149,-0.06256231468975063
-1.1085957028653863,0.16640091374280885,0.31500829954754295,-0.020073772747510547,-0.11842984859411797,-0.062134613978363375
-1.1039974351066444,0.16965666168220592,0.31858321472860984,-0.02024984753374254,-0.11713163168991031,-0.06218369319406246
-1.0983062811209472,0.17535693585170037,0.3169461361014037,-0.02037015927121988,-0.1165332746345877,-0.06212243108134954
-1.0938637452701576,0.17991115535770025,0.3177933505508534,-0.020822936843610435,-0.11642732168850757,-0.06290860988801811
-1.0889694875203442,0.18308331278474516,0.32112283576753625,-0.021100505323759903,-0.11675206744171435,-0.06214302309133553
-1.0846277702690188,0.18971457707547823,0.3181385008246852,-0.021488044503253083,-0.11776130467468202,-0.06309750865892108
-1.0791173762239068,0.19496422250465437,0.31766180126666144,-0.02171912341475602,-0.11789193334144582,-0.06341621997429574
-1.0752162394439218,0.20016911241798513,0.31857573167500564,-0.022071616094891895,-0.11835116083552515,-0.0645171325940421
-1.070564478601372,0.20475670858415218,0.32013844831989213,-0.0225186122584627,-0.11824907490647033,-0.0658972358355295
-1.0649386339525102,0.2078618245451409,0.3251016438680475,-0.022695560725746067,-0.11775894243527066,-0.06619244371117042
-1.0599268198878125,0.21550758746221574,0.3199545524092274,-0.023346056235989354,-0.12014451771989951,-0.06738639454202605
-1.0550798092539948,0.22131735986686124,0.3186990463381733,-0.023937681685223765,-0.12135169102486505,-0.06869328637039807
-1.0493140612158984,0.22535594777886736,0.32292867276935866,-0.024119404124913497,-0.11915492689971699,-0.06965338778808217
-1.0447527391251017,0.23044579100256177,0.3235714284828632,-0.024633418512679015,-0.12060924764697699,-0.07101835774525554
-1.0384303894945188,0.23604290093085448,0.3236368624775524,-0.025077305949708795,-0.12022982055490362,-0.07188543691108873
-1.0345156064121122,0.24304506800278064,0.3198278874874393,-0.025837367451669417,-0.12284064706866417,-0.0727477056424918
-1.027975146085831,0.24615075250083385,0.32479434495247633,-0.026157818481042736,-0.12152676760241583,-0.07344476519589242
-1.0214765479177983,0.25165459381920463,0.3246266057464055,-0.026617069245994794,-0.12152321420451354,-0.07478346326010188
-1.0155237502003185,0.2587532773739316,0.3207683502918509,-0.02720960716738484,-0.1227350389821112,-0.07571815992257272
-1.0093160886547825,0.26391353638558773,0.32105340073401706,-0.027581369393045636,-0.12307994602275069,-0.0760509791095778
-1.002696712556008,0.26661679719465003,0.3269989702034363,-0.027949989001131634,-0.12203864408091357,-0.07617699753343482
-0.9974118360742799,0.27480072210099066,0.3229821782802144,-0.028170515611250353,-0.12190994203696917,-0.07692997835539735
-0.9908287944978134,0.27923781616241156,0.3249702971988244,-0.028363206132912096,-0.1210250701680692,-0.07661607502168025
-0.9857602285646749,0.2861342079273127,0.3235735685956414,-0.02865594780803959,-0.12047220152467618,-0.07636715297230033
-0.9803865169819198,0.2910859163354919,0.3250163906771824,-0.028903450161011937,-0.11969596750320412,-0.07681125690062067
-0.9732783460470639,0.29709552500215025,0.3235996598100253,-0.029107994349904034,-0.11990509831696568,-0.07543047852891897
-0.966817453465897,0.3014199944598782,0.3250533323139962,-0.029343863741842238,-0.11942843238145463,-0.07539934689318592
-0.9598581647137409,0.3087861668536379,0.321973675260649,-0.029520409758798175,-0.1175474310317235,-0.07507802991533961
-0.9529326829005512,0.3117425483967659,0.3268336507047738,-0.02954984140813917,-0.11528674255004165,-0.07506747662900039
-0.945613684246692,0.3166635286402054,0.32802213571312505,-0.02974964755988446,-0.11460665093946795,-0.0732354646297931
-0.9417102270524901,0.3243220848173175,0.3248625449588609,-0.029977213552586816,-0.11502919983131989,-0.07316157665479936
-0.935644046233568,0.3308468187759339,0.3232009748114511,-0.030044973441296023,-0.11538728179646154,-0.07184321089690511
-0.9292297021307789,0.33493923196424685,0.3254400074433823,-0.030012060566758755,-0.11522455378751484,-0.07077765192863283
-0.9230431939163624,0.34069183065117636,0.3271895299752407,-0.02990743969328723,-0.11250783188736216,-0.07050070785923114
-0.9176654794765257,0.34681007362082933,0.32629762736467394,-0.030111385296314536,-0.11130961044939536,-0.07056811258518249
-0.9112298486254006,0.35031421162677706,0.32860029858197076,-0.03035229577333608,-0.1109338840547407,-0.07020138130813743
-0.9054502574079497,0.3563466289878307,0.32659083146829426,-0.030651248866572927,-0.11198681726948952,-0.06904596857213502
-0.8995098665965293,0.3629289321406738,0.32334961901038856,-0.030853021251016497,-0.11200447135154953,-0.06947031269109542
-0.8938624392135964,0.36709323948732886,0.32555344992492724,-0.030890552440572216,-0.11245327307489227,-0.06804524656223872
-0.8879050065048127,0.371023571832869,0.32852457272387053,-0.030683914263485126,-0.11051081444158094,-0.06830985145670543
-0.8838680515278976,0.3787450269108727,0.32490300478258555,-0.03085790145255349,-0.11049228356848043,-0.06801448541424245
-0.8800848759446841,0.3833138644392652,0.32682143691713833,-0.03103365077660382,-0.10962585618519463,-0.06799745030509385
-0.8762801889927455,0.389896534898026,0.32332495808630723,-0.03124849498377182,-0.11053579269829532,-0.06717982358794339
-0.8711437103799785,0.39353420202691547,0.32515105287638113,-0.03140040058509204,-0.11013749232869936,-0.06708488445293342
-0.8664148453992082,0.3984691626583079,0.324772937482638,-0.031675555968924754,-0.10993297370570747,-0.06697366826857508
-0.8609339044288088,0.40476244108564957,0.3196392640604038,-0.03188094641495611,-0.11070489682006199,-0.06711814566716062
-0.8568437049894552,0.4098422370940445,0.31732629807132995,-0.03203232377373352,-0.11215203953284465,-0.06636911082781134
-0.8520847632846015,0.4144535076782631,0.31780647220759833,-0.032063902413095716,-0.1106317209968362,-0.06705072384899757
-0.8489803021938381,0.41982574085122987,0.31586840435283764,-0.03237404934517074,-0.11037421369343553,-0.06653873767717948
-0.8462477424402987,0.4252988577157129,0.31380140567068554,-0.032586919963306066,-0.1106748296664654,-0.06632097313630057
-0.8421137276263818,0.43152750382342864,0.3109606294751894,-0.0329062258078214,-0.10977168800955812,-0.0653913189496899
-0.8380486026871635,0.43523739503660136,0.31281799608295,-0.033026730426628036,-0.10774662983036655,-0.06487709895384204
-0.8330963185868523,0.4388430951687273,0.3139517686352267,-0.03316542215883144,-0.10648733966546191,-0.06502173009515619
-0.8287165073499422,0.4426229058760939,0.3160154678790746,-0.03337499356303511,-0.10494237919207804,-0.06391990680216607
-0.8258240168098231,0.44715715348262425,0.3156097348438658,-0.033644065813131195,-0.10477349236295672,-0.06326567426958474
-0.8221271173832327,0.45324833417097854,0.31312409282152587,-0.033947763979435386,-0.10414851061532066,-0.06253803551408403
-0.8185220229941202,0.45826044083174305,0.3116376972016009,-0.03412604032365091,-0.10307118830376959,-0.06229777229457933
-0.8130290114086576,0.4615408507454593,0.31546483112217866,-0.034131439593046535,-0.10012278808364561,-0.061398449955960374
-0.8076111867614238,0.4631851940670045,0.3200301842954066,-0.034181876016912444,-0.0984960050314731,-0.060515947410739845
-0.8015413742613386,0.4671457432468484,0.32043221704111924,-0.03425989439272221,-0.09731147646838824,-0.059053781150308834
-0.7968577909380176,0.47336475700193914,0.3165680220274569,-0.03449229141161708,-0.09744074350703685,-0.0582835111556404
-0.7922433040509019,0.47855194641076393,0.3141305158111473,-0.03472980758906183,-0.09793942182268858,-0.05742297689289575
-0.7859584359345221,0.48239529059123687,0.31563189058186214,-0.03489358133611181,-0.09655845855914194,-0.05553113589067539
-0.7809449477942086,0.4857547490447981,0.3175270540740263,-0.034881072623988874,-0.09552759250162364,-0.055303225943022664
-0.7740033749863748,0.4906874543096004,0.3177719530625049,-0.0348339589911983,-0.09287993143668075,-0.05407207617535313
-0.7695042918393937,0.49572976822680903,0.31689009317230843,-0.03492784535496111,-0.09210506750992153,-0.05387506473307283
