,class,ankle,knee,hip,shoulder,neck,elbow
0,2,1.5123036355155564,0.002063198314460557,-0.041036612460391364,-3.090716920406538,-0.6963135246036305,0.44592806231340587
1,2,1.5121622001904744,0.002810332534881166,-0.04354301256044546,-3.0814728168310026,-0.6957212045543267,0.4447967551099916
2,2,1.5117877291303299,0.0044090363145725675,-0.04676387449989061,-3.0754268918290175,-0.6949851651288094,0.4495769318399043
3,2,1.511529350593937,0.006146454637598664,-0.050706880595510206,-3.068212555431268,-0.6934675869589991,0.4502865783440839
4,2,1.5108045550897773,0.008446271843262299,-0.05493006512485321,-3.0581883995906924,-0.6915876822932248,0.450986417421648
5,2,1.5102540209006239,0.010955616540957669,-0.0596962734119979,-3.0519473500365573,-0.6900620965759379,0.45601187299829227
6,2,1.5098947177704891,0.013547026164468123,-0.06444416173656875,-3.0404127570100528,-0.689441878862913,0.45454599824742803
7,2,1.5095084230080404,0.016070937139609276,-0.06943296642868546,-3.0326451787325923,-0.6886278302934355,0.45634422761724314
8,2,1.5091261125727706,0.018904654661196396,-0.07493277730642967,-3.021418167063689,-0.6875984893807779,0.45609479068821
9,2,1.5089282730913836,0.021789471755782497,-0.08063335634952717,-3.0116171672733465,-0.6868136710876976,0.4580974813539336
10,2,1.5083091609210517,0.025578910658888176,-0.08651836772731669,-3.0018488594688097,-0.6863568387395937,0.45820557765986236
11,2,1.5076429488556216,0.029706191817284955,-0.09288804834866426,-2.9921059722072636,-0.6859889089579053,0.459974217905458
12,2,1.5067867034234892,0.034218362863330354,-0.09979474732280491,-2.980628133802231,-0.6850620162921315,0.46047458411765607
13,2,1.5057877160037025,0.03859000496189968,-0.10650624563586586,-2.96798497641804,-0.6843072814065162,0.4599757579217594
14,2,1.5045255563032773,0.04378615532463215,-0.11401162420422772,-2.9591849690178123,-0.6835194434661293,0.4631341534497848
15,2,1.5033319371886997,0.0488637171614934,-0.12095770427912611,-2.946722685477905,-0.6836504130210878,0.4620737855419328
16,2,1.5027154821801973,0.05314545810036564,-0.12778176831793497,-2.9351734550508892,-0.6840757425810196,0.46177267301524205
17,2,1.501225827143035,0.05845074260911787,-0.13497759860783964,-2.924190362913378,-0.6842399428812548,0.4634985653946282
18,2,1.4991705503988704,0.06587714476615303,-0.1433535345914343,-2.912799122771317,-0.6846465940822414,0.46519182986622387
19,2,1.4969301918753886,0.07335536330915571,-0.15121192354230018,-2.900465844931693,-0.6857791132305854,0.4625292601263915
20,2,1.495072015107712,0.08016953481756639,-0.159344954679133,-2.8865336179563164,-0.6869680398833259,0.4616766043660896
21,2,1.4937619897207866,0.08550606651625992,-0.16663860803723063,-2.8735984664210923,-0.6878551545497726,0.45937221080535773
22,2,1.4918766792273472,0.09206269663440647,-0.1738645117322013,-2.860877064390346,-0.6896147898381602,0.45655101794898467
23,2,1.489529309796008,0.10045418734860379,-0.18244697406026944,-2.8481521553409044,-0.691200962056226,0.45514958504254266
24,2,1.487127857429912,0.10864150833864206,-0.1914987468569498,-2.8324694627341174,-0.692078609441848,0.44963447398366385
25,2,1.4852601021274654,0.11588510696439225,-0.1995276453058903,-2.8216377138254014,-0.6940451219863906,0.45108714135670636
26,2,1.4833955142691269,0.12270874094288486,-0.20683464948000663,-2.806420404230096,-0.6961829562179607,0.4459404044273003
27,2,1.480690371028311,0.1322741397362328,-0.21651599139086808,-2.7923411554368625,-0.6981223921884321,0.44210283316027976
28,2,1.478482740911867,0.14120146442753367,-0.22580661739953833,-2.7818666431257837,-0.6999151918562871,0.44330203071736907
29,2,1.4765500491563648,0.1499318618791785,-0.2346222020340969,-2.7703316829404727,-0.7020446324681601,0.44221336169378045
30,2,1.4749066914534756,0.15765731143868988,-0.2432231774964595,-2.756845531437091,-0.7035231176415015,0.44001054931958283
31,2,1.4727176191227396,0.16602418839566857,-0.25213007415488686,-2.7464258719055064,-0.7051161696906691,0.4417154132499783
32,2,1.4708648590683788,0.17424076312303605,-0.2606883441888508,-2.7354877040113585,-0.7069526004882233,0.44210472418641733
33,2,1.4691849448338719,0.18283768672460954,-0.27018730834761473,-2.7257484916981856,-0.7082504989743671,0.44295012307956105
34,2,1.4680067848370972,0.1903841942983424,-0.2796538772744428,-2.7161944514836533,-0.7086828411627077,0.4444562453557246
35,2,1.4666985275870552,0.1971723551376625,-0.28737059334513204,-2.7081670611918955,-0.7099205123056365,0.4472838908238158
36,2,1.4652482262406996,0.20448746376333937,-0.296115365268909,-2.6999712621054255,-0.7105113769677476,0.4522298335828986
37,2,1.4635377644529484,0.2125265774292575,-0.30539265119849257,-2.692249826020605,-0.7108729461807317,0.4556319243791027
38,2,1.4623216368962453,0.21998596845181906,-0.3139672355625549,-2.6851714434504927,-0.7117158972430488,0.4592447424313596
39,2,1.4615834498371514,0.22548738164801718,-0.3215604846901039,-2.6775274222004573,-0.7120348607508461,0.46281465793157484
40,2,1.4609547351876602,0.23077784480830532,-0.3287912935664452,-2.6716423839288588,-0.7126439794618666,0.4689215336822967
41,2,1.4602088955358683,0.236886196428316,-0.3364207993772248,-2.6659981795423278,-0.7134622103614531,0.47411359565469857
42,2,1.4597389173048139,0.2419232828199318,-0.34444029163299006,-2.658940004305588,-0.7130127272134592,0.4780910463030633
43,2,1.459097483987162,0.24829502560261218,-0.35284073018747564,-2.654095853793099,-0.7132001012727026,0.4838677267053886
44,2,1.4588408369128687,0.2523235208864678,-0.3594072189644397,-2.6482402475576965,-0.7132164382742692,0.48895013324305714
45,2,1.458790528614647,0.257446782926789,-0.3681082329248895,-2.6409089988895573,-0.7123476360129637,0.493170436678409
46,2,1.4583242739712736,0.26300888695581914,-0.3760440102062472,-2.637303921991143,-0.7123493603258562,0.5000544417009629
47,2,1.45833949809261,0.26730386227074043,-0.3835292531501231,-2.633294065167778,-0.712316738568922,0.5052279743616251
48,2,1.4583309004887843,0.27231235226462513,-0.39222391482922303,-2.6293883650322583,-0.7114155230846944,0.510278682519104
49,2,1.4584730863301936,0.2774157579130565,-0.40026841042723205,-2.623387794804634,-0.7112947422225321,0.5119000938369657
50,2,1.4584311043917035,0.28123366564792973,-0.40768435767481526,-2.6184245209468555,-0.7108118555431014,0.515112469355893
51,2,1.4588277318385854,0.28477820867030745,-0.4145799480254475,-2.616456840370705,-0.7111651519981378,0.5214305247639996
52,2,1.4589434984301966,0.2892939143276414,-0.4223941765110548,-2.6137861322404112,-0.7111939842431408,0.5265339088819634
53,2,1.4592274806627317,0.29308133242769197,-0.4303125788208364,-2.6086702781546514,-0.7104489159066141,0.5271040583075457
54,2,1.4593636219849357,0.2970680242984567,-0.43743492936488493,-2.607459605715191,-0.7106929298140395,0.530580299702676
55,2,1.459074538738963,0.3020311622196077,-0.44640366074685556,-2.603305017580892,-0.7096476118033421,0.532996721466289
56,2,1.4589941759823635,0.3074089702294056,-0.45502314314523273,-2.5999225649109015,-0.7093712656840084,0.5356951841302791
57,2,1.4586557600650156,0.31344836449241553,-0.46498028301954797,-2.5984075670677855,-0.7082095925701821,0.5377297892246506
58,2,1.4580795217759208,0.3205917174687516,-0.4750451976071697,-2.5963304149512405,-0.7079094756320011,0.540959003801138
59,2,1.4579549466548405,0.3261344260990493,-0.48396044647905256,-2.5943358087077337,-0.7076084756921239,0.5414349607633402
60,2,1.45763803639398,0.33422627934437465,-0.49517435548601973,-2.5926841900212554,-0.7071013978339685,0.5419753487672913
61,2,1.4569192819142165,0.3418776376002719,-0.5056169689062466,-2.5934067039649165,-0.7064031464659462,0.5462759201564684
62,2,1.4558843095479863,0.35034947822883833,-0.5170776281650122,-2.5887187531559155,-0.7049474357196754,0.5432465235168834
