,class,ankle,knee,hip,shoulder,neck,elbow
0,5,1.630886131239776,-0.03858478870305482,-2.001281739407595,-1.4780874040322955,-0.7872702254794074,0.3222931985319202
1,5,1.630877116158598,-0.0379386499050558,-2.002330932125466,-1.4781015632918566,-0.7873860154400758,0.3203615454523434
2,5,1.6310762950984086,-0.0376939892332393,-2.003079537360729,-1.4792898043935379,-0.7874282197620963,0.32145210981773187
3,5,1.6313263325703125,-0.03765385573987756,-2.003650831842868,-1.4792673406984866,-0.7877927379179583,0.32047942373418725
4,5,1.6313468792725847,-0.037036463358230076,-2.0006062224780408,-1.4836178143075955,-0.8023965878085828,0.31989362538205257
5,5,1.6315171117059828,-0.03680339828303891,-2.001283850939684,-1.4846679195786538,-0.8035636539787177,0.3216104132995512
6,5,1.631732394869365,-0.03692566264657793,-2.0017148874463255,-1.486530190547915,-0.8037060663118664,0.32390567696743533
7,5,1.6317169932716915,-0.03604002367246473,-2.00286967798423,-1.4875678964023762,-0.8045229516651605,0.3263399483102867
8,5,1.6316869046296336,-0.035483418503510444,-2.003862543497058,-1.4887056027288037,-0.8044913725105696,0.32868434742725783
9,5,1.63186248086776,-0.0351686694247193,-2.00493551636464,-1.4894744341321142,-0.8043517815207646,0.3315240749482189
10,5,1.631840894370053,-0.0346163981394676,-2.006076720598063,-1.489343571694044,-0.8039478466598937,0.33255139084768626
11,5,1.63173442386159,-0.0338788572790949,-2.007423747573217,-1.488913613800838,-0.8032911812140298,0.33158267996057944
12,5,1.6315913449538826,-0.03308287977919244,-2.0086630208817473,-1.4887541313995558,-0.8032582505774473,0.33188141279547634
13,5,1.6315207786535153,-0.03222528719801887,-2.010101315443201,-1.4881713213120593,-0.8029803154565405,0.3315680884199592
14,5,1.6314626862976724,-0.03154202879953094,-2.0116520874069916,-1.4867054011408725,-0.8017280827554896,0.3301178169082848
15,5,1.6314054984455528,-0.0310966685655647,-2.0129535459163153,-1.4853094209918671,-0.8017954783886472,0.32929713890493817
16,5,1.6313149778439102,-0.0305715777018285,-2.0141494048322883,-1.4829577019907818,-0.8021836208638174,0.32629892416246076
17,5,1.630927104738466,-0.029325563520008258,-2.0159053504117317,-1.4813002829242579,-0.801645468812378,0.32463802386173035
18,5,1.6308222835269255,-0.028798251074702685,-2.0170657890201364,-1.4791253154757649,-0.8007395259401884,0.3225432031322417
19,5,1.6305799466042572,-0.028011631024660755,-2.018404964945503,-1.4772645511251112,-0.8010988539964102,0.3211912765999958
20,5,1.6305034767437274,-0.027767945868526933,-2.0192871396119805,-1.4753597282833368,-0.8010592039054668,0.31875855182861756
21,5,1.6300641502065139,-0.026484452897633792,-2.02079961450756,-1.4760469970845564,-0.8016046618781074,0.32027416472269876
22,5,1.6297784359184224,-0.02576343930748215,-2.021791609342001,-1.4743448550210174,-0.8026994159850211,0.3172124743179183
23,5,1.6293854474512819,-0.024834386330950586,-2.0230058353129348,-1.4751901820358344,-0.8024118616989286,0.31879146878162357
24,5,1.6290302987772796,-0.024040341782539443,-2.023835751953085,-1.476517728547849,-0.8043133149379643,0.32160627060030245
25,5,1.6288814932062123,-0.023865048652401466,-2.024273394072836,-1.4784399203004301,-0.8058436804638913,0.3252038140405904
26,5,1.6286842659182856,-0.023576515598746628,-2.024918068630899,-1.4789797156349012,-0.8064602173941553,0.328237255755675
27,5,1.6285952443329992,-0.02376973902802515,-2.0251889826078298,-1.4800129864059484,-0.8067929837903192,0.33126224780676683
28,5,1.6285792456674126,-0.024000498043221796,-2.025338609958363,-1.4804411491560094,-0.807686522024228,0.3322879814159758
29,5,1.6285470615111266,-0.024133852413031454,-2.0256141405889014,-1.480666669214991,-0.8071710851365139,0.3329007980963963
30,5,1.6287661601507715,-0.024578418733595564,-2.0258558613492426,-1.479937988561277,-0.8073832863803073,0.332248766643366
31,5,1.6288452211504894,-0.024763169020665554,-2.02611083733077,-1.4800043305861985,-0.806431029271443,0.33248484486639196
32,5,1.6291194950411683,-0.02517024578135918,-2.026251925893381,-1.4802832202961693,-0.8062977722425475,0.33349130934132387
33,5,1.6292367524164102,-0.025206958398843016,-2.026557131480488,-1.479782691784743,-0.8064534540127459,0.33247590146853856
34,5,1.6295455794180562,-0.025663306758609172,-2.026597655384271,-1.4798620566842664,-0.8060728745548926,0.3326903570561772
35,5,1.6298344977331214,-0.02592875045057408,-2.0266424044243494,-1.480538184811151,-0.8068294135600269,0.3332711424994097
36,5,1.6301545701019466,-0.026244581896789354,-2.026706078059709,-1.4795643208330964,-0.8074055999902117,0.3309926674769854
37,5,1.630323632728738,-0.0260394796260921,-2.027075830501733,-1.481216607758994,-0.8077005176150159,0.3328736776876873
38,5,1.6307462829065573,-0.0267253145157329,-2.0268480428904185,-1.4811467535840788,-0.8078213081657899,0.3321730928004274
39,5,1.6310784475448006,-0.027331377558179826,-2.026357635385155,-1.4811575014378358,-0.8085127381265319,0.3312689749556119
40,5,1.631294108579107,-0.027675566739579605,-2.026180342514838,-1.4810499850016856,-0.8075733854285837,0.3303723119715827
41,5,1.6314795676883487,-0.027909547727465567,-2.025912301812063,-1.4819047385384427,-0.8079742268320536,0.3296818805174886
42,5,1.6316604111069934,-0.027922236773707976,-2.025848606023079,-1.4822287587862282,-0.8085841343662192,0.329488817532924
43,5,1.6318631566808977,-0.028315679859906462,-2.025490295462003,-1.4820582189378273,-0.8084281683366776,0.3283988367249
44,5,1.632034927190312,-0.028500252098903278,-2.0252495516937272,-1.4818600411752536,-0.8083189656424241,0.3269640256723183
45,5,1.6320748847245714,-0.028489992130387387,-2.025076845580352,-1.4824579773200552,-0.8084155383749072,0.3275028700054279
46,5,1.6321146987544306,-0.028569380654587695,-2.024825348182727,-1.4815150399824781,-0.8083058140099172,0.3256789595223162
47,5,1.632013422057845,-0.02811789189494096,-2.0248407180149552,-1.4811794608642646,-0.808899265809139,0.3248507825694067
48,5,1.6322216616597884,-0.028471257649575366,-2.024519271650061,-1.481538176204333,-0.8082160021483609,0.3246541169903687
49,5,1.6321766503337125,-0.02836216150383164,-2.024214246776487,-1.4820560713382671,-0.8088296370811623,0.3244617268864243
50,5,1.6322945481465374,-0.028578188099914303,-2.0238017147129153,-1.4817856701746859,-0.8089962570527957,0.3238247668590304
51,5,1.6323494384274093,-0.028547270731145158,-2.0235384715442577,-1.4823465713919415,-0.8087290865297476,0.3237588184538591
52,5,1.6325447875952566,-0.028881469227463263,-2.023004737866375,-1.4823190841676457,-0.8096781628995499,0.32365429036876936
53,5,1.632427655695571,-0.028404040204935255,-2.022965894551637,-1.4824474174262183,-0.8096763194687384,0.32327529059402216
54,5,1.6323926571689513,-0.028030683239876453,-2.0228868664354023,-1.4819945328002897,-0.8097250476776681,0.3223175530261868
55,5,1.6324045551121589,-0.02778051174673868,-2.0226217954023613,-1.4824933330369348,-0.8104044478736346,0.3230856651941574
56,5,1.6322835851856228,-0.027344949434984445,-2.022388026063628,-1.4828945782090786,-0.8109352960683693,0.32370223219518945
57,5,1.6320425016201876,-0.02624749628256562,-2.0227595145358483,-1.4832024887773392,-0.8113508981550976,0.3240770825212884
58,5,1.6318836537859156,-0.025710971552345585,-2.022686522187525,-1.4835961034529612,-0.8107919290502417,0.3246019643764082
59,5,1.6316159309593365,-0.024541813666630663,-2.0230380728371924,-1.4830194201130693,-0.8109580593261609,0.3234195802944857
60,5,1.6315799700182931,-0.024104559724627883,-2.022990518319794,-1.482981470411819,-0.8102252386790509,0.3235258837724313
61,5,1.6314664481802315,-0.023291838273713283,-2.023250056732779,-1.4825173680369388,-0.8093894492791796,0.32295133096706774
62,5,1.631337451557428,-0.0227667819830093,-2.023172242730842,-1.4826609515937061,-0.808672674101047,0.3236810143238138
63,5,1.6313728127532778,-0.022587179525481726,-2.022928556799181,-1.4823170908907315,-0.8078129464024666,0.322973272694556
64,5,1.63139181562259,-0.02255729522804506,-2.0224892809818966,-1.4818002509868786,-0.8075531750614034,0.32310214219905453
65,5,1.6313578248929554,-0.02236454816325062,-2.0219740173721377,-1.4818903236873393,-0.8074608655920181,0.3232700195187723
66,5,1.63139181562259,-0.022361009537891885,-2.021330244531395,-1.4815356613975936,-0.8070853038807805,0.32316579884553276
67,5,1.631403163360306,-0.02212236860771788,-2.020938489571352,-1.4820697923246884,-0.8073786795215296,0.3242852413371322
68,5,1.6314634068229585,-0.022163448320835277,-2.020195352272389,-1.4819353274540186,-0.807052639924487,0.32524662370726465
69,5,1.6315941180974345,-0.022249008143384597,-2.0193290886755624,-1.4828414671713002,-0.807838839352687,0.32522288143875544
70,5,1.6315422238669823,-0.021874273639397535,-2.0188337998904498,-1.4836148955626904,-0.807960172416702,0.32755206609687537
71,5,1.6318643260542414,-0.022202800969737924,-2.017880128332049,-1.4836088762743207,-0.8081605523763884,0.32691076307187883
72,5,1.631797237708489,-0.02163809711087339,-2.0175465720318084,-1.4838496945303643,-0.8073094963268828,0.32746134402021476
73,5,1.6321208328758443,-0.021892963209879657,-2.016661404858606,-1.4845934905974285,-0.8075366219249034,0.32823162749101775
74,5,1.6322798564860377,-0.021727892786923775,-2.0159947333901913,-1.4854383309381234,-0.807483286514942,0.32868494004466475
75,5,1.6323921183723733,-0.02131951199113269,-2.0192672631716344,-1.4817241786262882,-0.7943368220765499,0.3281636243873436
76,5,1.6328324993814096,-0.02169046182879364,-2.014213468776273,-1.4865236055505442,-0.8088592743752792,0.329548034843997
77,5,1.6328805747490527,-0.02142163013806897,-2.013206592772508,-1.4877031049479608,-0.8086307157773154,0.3305298765969733
78,5,1.6331144749311588,-0.021506983923705647,-2.0119947353384013,-1.4894689567032817,-0.8100048824768658,0.33154392318534787
79,5,1.6332297551074375,-0.02115747906059995,-2.0111048527270214,-1.4912838952551353,-0.8103763295506796,0.3320711242170411
80,5,1.6333452358465113,-0.021248870568216338,-2.0099086739967156,-1.4916783568992311,-0.809318068898041,0.33149259071027104
81,5,1.6335741323387385,-0.021108865499949392,-2.0087640654839234,-1.4917711037085224,-0.8093891618013715,0.32990646661918177
82,5,1.633653777633982,-0.020706405781459436,-2.00752488959449,-1.4933041596196153,-0.8103262489154461,0.3323485971509199
83,5,1.6337746001128886,-0.020251315360698463,-2.006349942176438,-1.4941722154180794,-0.8103729503166566,0.3312277986646104
84,5,1.6338809385533608,-0.019904692903699006,-2.0048019332084106,-1.4951166585409426,-0.8127808986527825,0.3301940949069644
85,5,1.6341472937180206,-0.019944966226017824,-2.0031593466485162,-1.496565015999922,-0.8136689010011062,0.3318080278504112
86,5,1.634436429315595,-0.01993110647710883,-2.0056017680015676,-1.4937741266416777,-0.7987522746305794,0.33070721829655825
87,5,1.6346991228619885,-0.01961933676470662,-2.0041639204162482,-1.4962367525687552,-0.7990138245702307,0.33286908391589654
